"Survived","Pclass","Sex","SibSp","Parch","Fare","Embarked"
"'1'","'2'","female","'2'","'0'",16.0892200602308,"S"
"'0'","'3'","male","'0'","'0'",16.5581058376012,"S"
"'0'","'3'","male","'0'","'0'",9.78882761803112,"S"
"'0'","'3'","female","'0'","'4'",11.2024929275233,"S"
"'0'","'1'","male","'2'","'0'",16.4079122482791,"S"
"'1'","'2'","female","'1'","'2'",14.6927807898029,"S"
"'0'","'1'","male","'0'","'0'",18.4702062101912,"S"
"'1'","'2'","male","'0'","'0'",15.4194355385012,"C"
"'0'","'2'","male","'0'","'0'",13.3966074208646,"S"
"'0'","'3'","male","'0'","'0'",11.756935832711,"S"
"'0'","'3'","male","'0'","'0'",13.0800273515046,"S"
"'1'","'2'","female","'0'","'0'",14.8651558936058,"C"
"'0'","'3'","male","'0'","'0'",11.9659135117352,"S"
"'1'","'3'","male","'0'","'0'",13.729529380305,"C"
"'0'","'3'","male","'0'","'0'",14.7982972685019,"S"
"'0'","'3'","male","'0'","'0'",13.1625139398058,"S"
"'0'","'3'","male","'0'","'0'",14.2166718623951,"S"
"'1'","'2'","female","'1'","'1'",15.4287048407862,"Q"
"'0'","'2'","male","'0'","'0'",16.2533189504733,"S"
"'0'","'3'","male","'1'","'0'",14.4920076137947,"S"
"'1'","'3'","male","'1'","'1'",14.1111085555364,"C"
"'0'","'2'","male","'1'","'1'",16.157617220365,"S"
"'1'","'1'","male","'0'","'0'",24.5151206171731,"S"
"'0'","'3'","male","'2'","'0'",13.6238913814372,"S"
"'0'","'3'","male","'0'","'0'",12.3025303374151,"S"
"'1'","'1'","female","'1'","'0'",23.7873342414069,"C"
"'1'","'1'","male","'1'","'1'",25.2966241175019,"S"
"'1'","'1'","female","'1'","'0'",22.8720381400814,"S"
"'1'","'1'","male","'1'","'0'",25.206612856409,"S"
"'1'","'1'","female","'3'","'2'",22.5830117953665,"S"
"'1'","'3'","female","'1'","'1'",13.7681719534594,"C"
"'0'","'3'","male","'0'","'0'",12.7662249562262,"S"
"'0'","'3'","male","'0'","'0'",13.1121322262387,"S"
"'1'","'1'","female","'1'","'0'",22.7005225891375,"S"
"'0'","'3'","male","'0'","'0'",11.7050275100091,"S"
"'0'","'3'","male","'0'","'0'",13.4296386822961,"S"
"'1'","'1'","male","'1'","'2'",22.8020640111996,"S"
"'1'","'3'","male","'0'","'0'",14.0740996899428,"C"
"'0'","'1'","male","'0'","'1'",19.9557957055323,"S"
"'0'","'3'","male","'0'","'0'",13.1164502981515,"S"
"'0'","'3'","male","'0'","'0'",13.9890103828647,"S"
"'0'","'1'","male","'0'","'0'",19.125052817114,"S"
"'0'","'3'","male","'0'","'0'",14.5892322958113,"S"
"'0'","'3'","male","'0'","'0'",14.2508435390497,"S"
"'0'","'2'","male","'0'","'0'",14.0218749517014,"S"
"'0'","'3'","male","'0'","'0'",12.9106745693685,"S"
"'0'","'3'","male","'0'","'0'",12.2966014319888,"S"
"'0'","'3'","male","'0'","'0'",10.3550966759683,"S"
"'0'","'3'","female","'1'","'5'",15.1168110913614,"S"
"'0'","'3'","male","'0'","'0'",11.9174517917326,"S"
"'0'","'3'","female","'0'","'5'",13.9314461624529,"S"
"'0'","'3'","male","'0'","'0'",12.1868429732434,"S"
"'0'","'2'","male","'2'","'2'",16.4150589127788,"S"
"'0'","'3'","male","'0'","'0'",13.876414427921,"S"
"'0'","'1'","male","'1'","'0'",18.0703632933633,"S"
"'0'","'3'","male","'0'","'0'",14.7137371364715,"S"
"'0'","'3'","male","'0'","'0'",14.6110852128296,"S"
"'1'","'3'","female","'0'","'0'",14.5929394998646,"C"
"'0'","'3'","male","'0'","'0'",14.8852535973988,"S"
"'1'","'3'","female","'0'","'1'",13.2272510692661,"C"
"'0'","'3'","male","'0'","'0'",12.3947227852397,"S"
"'1'","'3'","male","'1'","'0'",14.5097201060124,"C"
"'0'","'3'","male","'0'","'0'",14.6635044315358,"S"
"'1'","'1'","male","'0'","'0'",23.6648915026607,"S"
"'1'","'3'","female","'1'","'1'",13.6177999260459,"C"
"'1'","'2'","female","'0'","'0'",15.6721096340167,"C"
"'1'","'2'","female","'1'","'0'",15.1293674897788,"C"
"'0'","'3'","male","'1'","'1'",16.9475091088481,"S"
"'1'","'1'","female","'3'","'2'",25.6345833981118,"S"
"'1'","'1'","male","'1'","'0'",24.9579539165057,"C"
"'0'","'3'","female","'1'","'1'",17.6602566689949,"S"
"'0'","'3'","male","'1'","'1'",15.8287169257869,"S"
"'0'","'3'","male","'0'","'0'",13.9782065217133,"C"
"'1'","'1'","male","'0'","'2'",22.7280423262034,"S"
"'0'","'2'","male","'0'","'0'",14.9111016426462,"S"
"'1'","'1'","female","'1'","'0'",24.9495336022504,"C"
"'0'","'3'","male","'0'","'0'",11.0750309665338,"S"
"'0'","'3'","male","'1'","'0'",14.6786383994721,"S"
"'0'","'3'","male","'0'","'2'",15.1245068997378,"C"
"'1'","'3'","female","'4'","'0'",15.9111335624777,"S"
"'0'","'3'","male","'4'","'2'",15.2449763379803,"C"
"'0'","'3'","male","'0'","'0'",14.2662835599086,"S"
"'1'","'3'","female","'0'","'0'",13.321919043674,"C"
"'0'","'3'","male","'0'","'0'",10.824520543708,"S"
"'1'","'2'","female","'1'","'1'",18.3126349043328,"S"
"'1'","'3'","male","'0'","'0'",12.4981246093925,"S"
"'0'","'1'","male","'0'","'0'",19.6456752600523,"S"
"'1'","'1'","female","'1'","'0'",26.127648711651,"S"
"'1'","'2'","male","'0'","'0'",15.2133405755994,"C"
"'0'","'2'","male","'0'","'0'",13.8171491687649,"S"
"'1'","'3'","male","'0'","'0'",14.0538504021009,"C"
"'1'","'3'","female","'0'","'0'",16.0104300647186,"S"
"'0'","'2'","male","'0'","'0'",14.5082833040417,"S"
"'1'","'2'","female","'1'","'1'",15.0082748552262,"S"
"'0'","'3'","female","'1'","'1'",15.7078739537405,"S"
"'0'","'3'","female","'1'","'0'",16.5543519269312,"S"
"'0'","'3'","male","'3'","'1'",15.5232863837513,"Q"
"'0'","'1'","male","'0'","'0'",20.0421013405627,"S"
"'1'","'3'","male","'0'","'0'",12.237628276627,"S"
"'1'","'1'","female","'1'","'1'",23.4658872885056,"S"
"'0'","'3'","male","'0'","'0'",13.2424771844185,"S"
"'0'","'1'","male","'0'","'0'",19.5501045664519,"S"
"'0'","'2'","male","'1'","'0'",18.0297465415437,"S"
"'0'","'3'","female","'0'","'2'",12.516252829349,"S"
"'0'","'3'","male","'0'","'0'",13.5200196889781,"S"
"'0'","'3'","female","'1'","'5'",15.0961692915205,"C"
"'1'","'1'","female","'0'","'0'",22.9404645574915,"S"
"'0'","'3'","male","'0'","'0'",14.115608225102,"S"
"'1'","'2'","female","'0'","'1'",14.629979778359,"S"
"'0'","'3'","male","'0'","'0'",12.4269853729526,"S"
"'1'","'2'","female","'0'","'2'",12.8064438391196,"S"
"'0'","'1'","male","'0'","'0'",18.622425323697,"S"
"'0'","'3'","female","'0'","'1'",16.9929144534311,"S"
"'0'","'2'","male","'0'","'0'",13.6818422306682,"S"
"'0'","'3'","male","'0'","'0'",14.4731916666392,"C"
"'0'","'3'","female","'0'","'0'",12.3604090572301,"S"
"'1'","'3'","male","'1'","'1'",15.2893577529361,"C"
"'0'","'1'","male","'1'","'0'",17.8251482919113,"S"
"'0'","'3'","male","'0'","'0'",13.3797006388507,"S"
"'0'","'3'","male","'0'","'0'",14.3358048748434,"S"
"'1'","'3'","male","'1'","'1'",13.7978868310461,"C"
"'0'","'2'","male","'0'","'0'",13.4883120949981,"S"
"'0'","'2'","male","'0'","'1'",14.5252885980132,"S"
"'0'","'3'","male","'0'","'0'",14.5718904468214,"S"
"'1'","'1'","male","'0'","'0'",23.0155508572146,"S"
"'1'","'1'","male","'0'","'1'",24.5498138954413,"S"
"'0'","'2'","male","'1'","'0'",17.95813764129,"S"
"'1'","'1'","female","'0'","'1'",22.5602433097154,"S"
"'1'","'3'","female","'0'","'0'",14.2230838673416,"C"
"'0'","'3'","female","'1'","'0'",17.6478744286651,"S"
"'1'","'2'","female","'0'","'0'",13.1776118018166,"S"
"'0'","'3'","male","'0'","'0'",13.8493034656499,"S"
"'0'","'3'","male","'0'","'0'",14.9120503443168,"S"
"'0'","'3'","male","'0'","'0'",12.3630240114015,"S"
"'0'","'2'","male","'1'","'0'",16.3826539236523,"S"
"'1'","'1'","female","'0'","'2'",22.164122004392,"C"
"'0'","'3'","female","'1'","'1'",18.2068829122725,"S"
"'0'","'3'","male","'0'","'0'",11.4730727131712,"S"
"'1'","'1'","female","'0'","'0'",25.5170475965196,"S"
"'0'","'3'","female","'1'","'5'",16.4004327847397,"S"
"'0'","'2'","male","'1'","'0'",15.3628978408573,"C"
"'1'","'2'","female","'0'","'0'",13.8591095306912,"S"
"'0'","'3'","female","'0'","'2'",15.0970429881394,"C"
"'0'","'3'","male","'0'","'0'",14.2115409883744,"S"
"'1'","'1'","female","'0'","'0'",20.9510824501765,"S"
"'0'","'3'","male","'0'","'0'",13.0156102046177,"S"
"'0'","'2'","male","'0'","'0'",13.0636660052947,"S"
"'1'","'1'","female","'1'","'1'",23.1432306629179,"S"
"'0'","'3'","female","'1'","'0'",17.5888498283391,"S"
"'0'","'3'","female","'0'","'0'",10.9464919822995,"S"
"'1'","'1'","female","'1'","'0'",21.8301026861358,"C"
"'1'","'3'","male","'0'","'0'",14.1797584883442,"C"
"'1'","'3'","female","'0'","'0'",15.9257011433779,"S"
"'0'","'2'","female","'0'","'0'",12.7707306516364,"S"
"'0'","'3'","male","'4'","'2'",13.8343900079571,"S"
"'0'","'3'","female","'0'","'0'",13.0172925070319,"S"
"'0'","'3'","male","'0'","'0'",11.8088557768418,"S"
"'0'","'3'","male","'0'","'0'",14.1592273101728,"S"
"'0'","'3'","female","'4'","'1'",16.8134230872818,"S"
"'0'","'2'","female","'1'","'0'",16.8579293135774,"S"
"'0'","'2'","male","'0'","'0'",12.638269311225,"S"
"'0'","'2'","female","'0'","'0'",16.5489695479256,"S"
"'1'","'3'","female","'0'","'0'",13.6059390185428,"S"
"'1'","'1'","female","'0'","'0'",20.0603831543354,"S"
"'0'","'3'","male","'0'","'0'",14.7301995195563,"S"
"'0'","'1'","male","'0'","'0'",18.3902986218671,"S"
"'0'","'2'","male","'1'","'1'",15.3250389082013,"C"
"'0'","'3'","female","'0'","'5'",14.5320795298046,"S"
"'0'","'2'","male","'0'","'0'",13.8898991827913,"S"
"'0'","'3'","male","'0'","'0'",9.4627509873802,"S"
"'1'","'3'","male","'0'","'0'",13.2888825906673,"C"
"'0'","'3'","male","'0'","'0'",13.1499386487616,"S"
"'1'","'1'","female","'0'","'0'",25.3752969727233,"C"
"'0'","'3'","male","'0'","'0'",13.6947700183624,"S"
"'1'","'1'","female","'0'","'2'",22.5213708319609,"S"
"'0'","'2'","male","'0'","'0'",14.2234899434201,"S"
"'1'","'3'","male","'0'","'0'",13.6477417616911,"C"
"'1'","'2'","female","'0'","'1'",13.7986854760594,"C"
"'0'","'3'","male","'0'","'0'",13.4645576419352,"S"
"'1'","'2'","female","'0'","'0'",14.0712075103505,"C"
"'0'","'1'","male","'1'","'0'",18.6868207762673,"S"
"'0'","'3'","male","'0'","'0'",13.5991024795271,"S"
"'0'","'3'","male","'0'","'0'",15.505230696046,"Q"
"'0'","'3'","male","'0'","'0'",13.1172837321736,"S"
"'1'","'1'","female","'1'","'0'",23.9618343494337,"C"
"'0'","'3'","male","'0'","'0'",12.4783447023435,"S"
"'1'","'3'","female","'1'","'0'",15.0980942839742,"C"
"'0'","'2'","male","'1'","'0'",17.3250586517274,"S"
"'1'","'2'","male","'1'","'1'",16.6744811544943,"S"
"'1'","'1'","female","'0'","'1'",23.9360991587956,"S"
"'0'","'3'","female","'0'","'0'",15.087191662482,"C"
"'0'","'3'","male","'0'","'0'",12.6464781971271,"S"
"'1'","'1'","female","'0'","'1'",23.8631905924985,"S"
"'0'","'3'","male","'0'","'0'",11.7379855911339,"S"
"'0'","'3'","male","'0'","'0'",11.4228163441733,"S"
"'0'","'1'","male","'1'","'0'",18.1765723664018,"S"
"'1'","'1'","female","'0'","'0'",24.2026887893979,"C"
"'1'","'1'","male","'0'","'0'",21.4272390492222,"C"
"'1'","'1'","male","'1'","'0'",24.8913979576143,"S"
"'0'","'3'","male","'0'","'0'",10.7092171567369,"S"
"'0'","'3'","male","'0'","'0'",13.4222537926708,"S"
"'1'","'3'","male","'0'","'0'",12.4774776281285,"S"
"'0'","'2'","male","'0'","'0'",14.7168711477549,"S"
"'1'","'3'","female","'1'","'5'",16.2774058317623,"S"
"'1'","'3'","male","'0'","'0'",13.1525537193425,"S"
"'0'","'3'","male","'0'","'0'",13.5875999436467,"S"
"'0'","'2'","male","'0'","'0'",13.6799627572426,"S"
"'0'","'3'","female","'0'","'6'",12.4251238499523,"S"
"'1'","'3'","female","'0'","'0'",14.2459116087004,"C"
"'1'","'2'","male","'1'","'1'",15.5515230545726,"S"
"'1'","'1'","male","'2'","'0'",23.1521240784995,"S"
"'1'","'3'","male","'0'","'0'",13.3349333250807,"S"
"'1'","'2'","female","'1'","'3'",18.0398340604111,"S"
"'1'","'1'","female","'0'","'1'",22.8337357661983,"S"
"'1'","'1'","female","'1'","'0'",23.5497587646762,"S"
"'1'","'3'","female","'0'","'0'",12.1127887793425,"S"
"'1'","'1'","female","'1'","'2'",20.4030897395172,"S"
"'0'","'3'","male","'0'","'0'",11.4186808800724,"S"
"'0'","'3'","male","'0'","'0'",13.5288223301481,"S"
"'0'","'3'","male","'0'","'0'",12.4036195781946,"Q"
"'0'","'3'","male","'0'","'0'",14.3085095295122,"S"
"'0'","'3'","male","'0'","'0'",13.8649069704883,"S"
"'0'","'3'","male","'0'","'0'",13.0685908054131,"S"
"'1'","'2'","female","'0'","'0'",17.7852282418331,"S"
"'0'","'3'","male","'0'","'0'",12.901397751869,"S"
"'1'","'3'","female","'1'","'0'",14.3268578295599,"C"
"'1'","'1'","male","'0'","'0'",20.9054408022349,"S"
"'0'","'2'","male","'0'","'0'",16.7324085719567,"C"
"'1'","'3'","male","'0'","'0'",13.9212666524781,"C"
"'0'","'1'","male","'0'","'0'",16.4528356592585,"S"
"'0'","'3'","male","'0'","'0'",12.609430711737,"C"
"'0'","'3'","male","'0'","'0'",12.0164218026821,"S"
"'0'","'3'","female","'1'","'0'",13.8633493668987,"C"
"'1'","'2'","male","'0'","'0'",13.445551686479,"S"
"'0'","'3'","male","'0'","'0'",12.4966294459944,"S"
"'0'","'3'","male","'0'","'0'",15.9325852719925,"S"
"'0'","'3'","male","'0'","'0'",11.568828047857,"S"
"'0'","'3'","male","'0'","'0'",13.4828792936901,"S"
"'1'","'3'","female","'2'","'1'",18.1235284052406,"S"
"'0'","'1'","male","'1'","'0'",22.1241600370585,"S"
"'1'","'2'","female","'0'","'0'",13.9445707608817,"C"
"'0'","'3'","female","'0'","'0'",14.5803699999413,"S"
"'0'","'1'","male","'0'","'0'",18.149253989645,"S"
"'1'","'1'","male","'0'","'1'",22.6529358806766,"C"
"'0'","'2'","male","'0'","'0'",13.5797752141219,"S"
"'1'","'3'","female","'0'","'0'",11.1008708382348,"S"
"'1'","'1'","female","'0'","'0'",21.5777279336615,"C"
"'0'","'3'","female","'0'","'0'",16.6332848607728,"S"
"'1'","'1'","male","'0'","'0'",24.6163956288491,"C"
"'1'","'1'","female","'0'","'2'",24.0964672287726,"S"
"'0'","'1'","male","'1'","'0'",18.9039835734379,"S"
"'0'","'2'","male","'0'","'0'",15.7082979973175,"C"
"'0'","'1'","male","'0'","'0'",20.5554607038723,"S"
"'0'","'3'","male","'4'","'2'",12.3485573920444,"S"
"'1'","'1'","female","'0'","'0'",25.4667706956664,"S"
"'0'","'3'","female","'1'","'0'",15.6299283668895,"S"
"'0'","'3'","male","'0'","'0'",14.4758336508213,"C"
"'0'","'3'","male","'0'","'0'",13.3716383653586,"S"
"'1'","'1'","female","'0'","'1'",23.6254665153236,"S"
"'1'","'2'","female","'0'","'2'",14.7606103619481,"C"
"'0'","'2'","male","'0'","'0'",16.7940595250446,"S"
"'0'","'3'","male","'0'","'0'",13.6157179100809,"S"
"'0'","'1'","male","'0'","'0'",20.8413956359913,"C"
"'0'","'2'","male","'0'","'0'",13.2948716271176,"S"
"'1'","'2'","female","'0'","'1'",15.8953219641303,"S"
"'0'","'3'","male","'0'","'0'",14.1622779548833,"S"
"'1'","'3'","female","'0'","'0'",13.2696865699627,"C"
"'1'","'1'","female","'0'","'0'",23.7259556769302,"S"
"'0'","'3'","female","'0'","'1'",13.6932463384764,"S"
"'1'","'3'","male","'0'","'0'",13.3737236342578,"S"
"'0'","'3'","male","'0'","'0'",12.9600681609702,"S"
"'0'","'3'","male","'0'","'0'",11.5032403846231,"S"
"'1'","'3'","female","'0'","'0'",14.0263513993824,"C"
"'0'","'3'","male","'0'","'0'",12.9090404765898,"S"
"'1'","'3'","female","'1'","'0'",13.2817973330276,"C"
"'1'","'3'","female","'0'","'2'",13.8436525402015,"C"
"'0'","'3'","female","'0'","'0'",11.8449558797453,"S"
"'0'","'1'","male","'0'","'0'",19.6017826925698,"S"
"'1'","'1'","female","'1'","'0'",24.1281083333357,"S"
"'0'","'3'","male","'0'","'0'",12.1837188690591,"S"
"'1'","'3'","female","'0'","'0'",13.7122653542944,"C"
"'0'","'3'","male","'0'","'0'",11.5046145096138,"S"
"'0'","'1'","male","'0'","'0'",18.8337818218729,"C"
"'0'","'3'","male","'0'","'0'",11.0598808788796,"S"
"'0'","'2'","male","'0'","'0'",13.7461001044864,"S"
"'1'","'3'","female","'0'","'0'",13.1031870112508,"S"
"'0'","'2'","male","'0'","'0'",17.5040640429477,"C"
"'0'","'1'","male","'0'","'0'",16.9233777188456,"S"
"'1'","'3'","male","'0'","'0'",11.7226276545774,"C"
"'1'","'3'","male","'0'","'0'",12.3802264973766,"C"
"'1'","'3'","female","'1'","'0'",14.9558725979403,"C"
"'1'","'1'","female","'1'","'0'",21.7675068988434,"S"
"'1'","'1'","male","'0'","'0'",22.0668251430636,"S"
"'0'","'3'","male","'0'","'0'",11.8679171351487,"S"
"'1'","'2'","female","'3'","'2'",15.8587696024782,"S"
"'0'","'1'","male","'0'","'0'",20.7923549224786,"S"
"'0'","'3'","male","'5'","'2'",14.9306460501511,"S"
"'1'","'3'","female","'0'","'1'",11.8242493861345,"S"
"'1'","'2'","female","'2'","'0'",16.6340015415407,"S"
"'1'","'1'","male","'0'","'0'",24.8731431426694,"S"
"'0'","'3'","female","'3'","'1'",16.1612453274356,"S"
"'1'","'2'","female","'0'","'0'",14.9381980980263,"S"
"'1'","'3'","male","'1'","'1'",17.9365661297126,"S"
"'1'","'3'","male","'0'","'0'",13.2867021022025,"S"
"'0'","'3'","female","'0'","'0'",14.4804255552775,"S"
"'0'","'3'","male","'1'","'0'",16.7463634261547,"S"
"'0'","'3'","male","'1'","'1'",13.514179559887,"S"
"'0'","'2'","male","'0'","'0'",13.7377667496803,"S"
"'0'","'3'","male","'2'","'1'",18.0349341172643,"S"
"'0'","'3'","male","'0'","'0'",12.2145415047743,"S"
"'1'","'2'","female","'0'","'1'",14.7191393433532,"C"
"'1'","'3'","female","'0'","'0'",12.1963577222605,"C"
"'0'","'3'","female","'0'","'0'",12.2568816544145,"S"
"'1'","'1'","male","'1'","'0'",23.9981076499671,"C"
"'0'","'3'","female","'4'","'2'",14.8022145371094,"S"
"'1'","'3'","female","'0'","'1'",15.2513835637597,"C"
"'1'","'2'","female","'1'","'0'",15.2303495445326,"C"
"'0'","'1'","male","'0'","'0'",19.4715501822268,"S"
"'0'","'3'","male","'0'","'0'",15.9399873374211,"S"
"'0'","'2'","male","'0'","'0'",12.4928884622905,"Q"
"'0'","'3'","female","'0'","'0'",12.9476586465252,"S"
"'0'","'3'","male","'1'","'0'",17.9497586486685,"S"
"'0'","'2'","male","'1'","'0'",16.6469197704929,"S"
"'0'","'3'","male","'0'","'0'",12.6456734968448,"C"
"'0'","'1'","male","'1'","'0'",18.2003562896675,"S"
"'1'","'2'","male","'0'","'0'",16.5129453616916,"S"
"'1'","'1'","male","'0'","'0'",23.6128848376437,"S"
"'0'","'2'","female","'1'","'0'",16.7127433400062,"S"
"'0'","'3'","male","'0'","'0'",14.4552589516261,"C"
"'0'","'3'","male","'0'","'0'",14.0245629778525,"S"
"'0'","'1'","male","'0'","'0'",18.3017051689801,"S"
"'0'","'1'","male","'0'","'0'",16.05415709555,"S"
"'1'","'1'","female","'1'","'0'",21.9716313811394,"S"
"'1'","'2'","female","'1'","'1'",16.4434611041564,"S"
"'1'","'2'","female","'1'","'0'",15.4888672903818,"S"
"'1'","'3'","female","'2'","'0'",14.624575650278,"S"
"'1'","'3'","male","'0'","'0'",11.282242676132,"S"
"'1'","'1'","female","'0'","'0'",21.7645000912004,"S"
"'0'","'2'","male","'1'","'0'",17.2030331146534,"S"
"'0'","'2'","male","'1'","'1'",14.5713829892261,"C"
"'0'","'3'","male","'0'","'0'",13.474484591395,"S"
"'1'","'1'","male","'0'","'0'",24.6969751696138,"S"
"'1'","'1'","male","'1'","'0'",23.0855280784814,"C"
"'1'","'2'","female","'1'","'0'",14.3228436246451,"C"
"'0'","'3'","male","'0'","'1'",12.8385161757148,"S"
"'0'","'1'","male","'0'","'2'",20.97118411667,"S"
"'0'","'3'","male","'0'","'0'",15.5391853550681,"Q"
"'0'","'3'","male","'1'","'1'",16.2655527278155,"S"
"'0'","'3'","male","'0'","'0'",12.0399235092986,"S"
"'1'","'2'","female","'2'","'1'",16.1735483119231,"S"
"'0'","'3'","male","'0'","'0'",12.3236251548948,"S"
"'1'","'1'","male","'0'","'0'",23.7455050004861,"S"
"'1'","'3'","male","'1'","'1'",15.2415876696551,"C"
"'0'","'3'","male","'0'","'0'",14.3152362317072,"S"
"'0'","'3'","male","'0'","'0'",13.2693608047356,"S"
"'0'","'3'","female","'0'","'0'",16.5753564149033,"S"
"'0'","'3'","male","'0'","'0'",13.2325224040405,"C"
"'0'","'1'","male","'0'","'0'",18.2133993332975,"S"
"'1'","'3'","female","'3'","'1'",15.7971713198646,"S"
"'0'","'3'","male","'0'","'0'",12.1353690135613,"S"
"'0'","'3'","male","'0'","'0'",15.0103749081865,"S"
"'0'","'3'","male","'0'","'0'",13.9165795370714,"S"
"'0'","'3'","male","'0'","'0'",14.3040010157691,"S"
"'0'","'1'","male","'0'","'0'",18.3290908123893,"S"
"'1'","'3'","female","'1'","'1'",13.9230281946702,"C"
"'1'","'3'","male","'0'","'0'",14.7823486870467,""
"'0'","'2'","male","'0'","'0'",17.0790587835149,"S"
"'0'","'3'","male","'4'","'1'",13.9537273569612,"S"
"'0'","'2'","male","'0'","'0'",14.9872295041168,"C"
"'1'","'1'","female","'0'","'0'",21.3138576403893,"S"
"'0'","'3'","male","'0'","'0'",13.0954080435566,"S"
"'1'","'2'","female","'1'","'2'",16.5788134726371,"S"
"'0'","'3'","female","'8'","'2'",16.0124815260093,"S"
"'0'","'3'","male","'0'","'0'",14.7191829908904,"S"
"'0'","'3'","male","'1'","'0'",14.5604579034843,"S"
"'0'","'3'","male","'0'","'0'",12.8606939760554,"S"
"'0'","'2'","male","'0'","'0'",15.4343373992031,"C"
"'0'","'3'","male","'0'","'2'",13.3552653264151,"S"
"'0'","'3'","male","'4'","'0'",13.4306066290673,"S"
"'0'","'3'","male","'0'","'0'",14.2379112501124,"C"
"'1'","'3'","female","'0'","'0'",14.5659163450969,"C"
"'0'","'1'","male","'1'","'0'",18.5583221305063,"S"
"'0'","'3'","male","'0'","'0'",12.8497942807754,"S"
"'0'","'3'","male","'0'","'0'",15.8013486786733,"S"
"'0'","'3'","male","'0'","'0'",12.6747185919769,"S"
"'1'","'2'","female","'0'","'0'",13.8430497687199,"C"
"'1'","'3'","male","'0'","'0'",11.8055948612226,"S"
"'1'","'3'","male","'0'","'0'",11.9569446314031,"C"
"'0'","'2'","female","'0'","'1'",13.5271151688517,"S"
"'0'","'3'","male","'0'","'0'",15.4570919036548,"Q"
"'0'","'3'","male","'1'","'0'",17.9109508522302,"S"
"'0'","'2'","male","'0'","'0'",11.1806279195723,"S"
"'0'","'2'","male","'1'","'0'",16.6215027874118,"S"
"'1'","'1'","female","'0'","'2'",23.4749520444478,"S"
"'0'","'3'","male","'1'","'1'",16.5257753350984,"S"
"'1'","'1'","female","'0'","'0'",22.7402961865989,"S"
"'1'","'3'","male","'0'","'0'",15.261891427978,"C"
"'0'","'2'","male","'0'","'0'",13.73705158537,"S"
"'0'","'1'","male","'0'","'1'",18.6378923228691,"S"
"'0'","'3'","male","'3'","'1'",16.0416048765733,"S"
"'0'","'1'","male","'0'","'0'",18.6253603974586,"S"
"'0'","'2'","male","'1'","'0'",18.7965714826586,"S"
"'0'","'2'","male","'1'","'0'",16.6721680919002,"S"
"'1'","'2'","male","'0'","'0'",15.3981551735902,"S"
"'1'","'1'","female","'1'","'0'",23.5709085938723,"S"
"'0'","'2'","female","'1'","'0'",15.9916677859422,"S"
"'0'","'1'","male","'0'","'0'",18.1794771037924,"S"
"'1'","'1'","male","'0'","'0'",22.9692350337701,"S"
"'0'","'2'","male","'1'","'0'",16.9261661680442,"S"
"'0'","'3'","male","'0'","'0'",11.6328255737499,"S"
"'1'","'2'","female","'0'","'1'",13.9065745994781,"S"
"'1'","'3'","female","'1'","'0'",12.2341661132669,"C"
"'1'","'1'","female","'1'","'0'",22.4650687745858,"C"
"'0'","'3'","male","'0'","'0'",13.5595703498969,"S"
"'0'","'2'","male","'0'","'0'",17.3763089201081,"S"
"'0'","'3'","male","'0'","'0'",11.7625328722434,"S"
"'1'","'3'","male","'1'","'1'",17.4684247098369,"S"
"'1'","'1'","female","'0'","'0'",25.8265288591243,"S"
"'0'","'3'","male","'1'","'0'",14.6289976418747,"S"
"'1'","'3'","female","'1'","'0'",13.8657284065469,"C"
"'0'","'3'","male","'0'","'0'",12.9809631971542,"S"
"'0'","'1'","male","'0'","'0'",19.1587368290929,"S"
"'1'","'1'","female","'1'","'0'",21.2465439976244,"S"
"'0'","'3'","female","'0'","'0'",13.814861736526,"S"
"'0'","'2'","male","'0'","'0'",11.8686244193712,"S"
"'1'","'2'","male","'0'","'2'",15.0225638581949,"S"
"'0'","'2'","male","'0'","'0'",14.4024221508122,"S"
"'0'","'3'","female","'1'","'1'",16.3466090324989,"S"
"'0'","'2'","male","'0'","'0'",17.6095168630777,"S"
"'1'","'1'","male","'2'","'0'",24.7300939003589,"C"
"'0'","'2'","female","'0'","'0'",14.8378818480372,"C"
"'1'","'2'","female","'1'","'0'",15.3241158161662,"C"
"'1'","'2'","female","'0'","'2'",11.8191457273811,"S"
"'1'","'2'","female","'0'","'0'",15.7712123689583,"S"
"'1'","'3'","female","'0'","'1'",12.9689122171136,"S"
"'0'","'3'","female","'0'","'0'",13.6608896872499,"S"
"'1'","'1'","female","'0'","'0'",24.146593955293,"S"
"'0'","'3'","male","'0'","'0'",11.408111699152,"S"
"'1'","'1'","male","'0'","'0'",24.9882528096877,"S"
"'1'","'2'","female","'1'","'1'",13.8699440873505,"S"
"'0'","'3'","female","'0'","'0'",10.808972600729,"S"
