"AF3","F7","F3","FC5","T7","P7","O1","O2","P8","T8","FC6","F4","F8","AF4","eyeDetection"
4295.9,4007.63574688403,4321.1922439374,5854.54452186547,4406.56775506595,4064.98881530287,2125.48474738245,4605.00020706842,7874.47842826571,4292.90873029859,4257.52858163725,4310.0984501336,3605.05527156989,3535.54747268478,"'1'"
4220,4014.94108365498,4257.32611119636,4926.42418000317,4389.08438004919,4446.94759432264,9677.88169678942,4623.28115600592,3176.5234235906,4201.79493132735,4141.4541409986,4255.20180560505,4206.58613758033,7892.63820912968,"'0'"
4277.44,3993.13147414048,4393.8784952191,7149.12693413361,4418.86464274206,6805.04052049377,3432.93084440264,4701.62349266003,3199.81177776912,4243.5822668691,4230.12845910856,4324.94910769709,4627.69263046262,7427.47528824886,"'1'"
4270.26,3990.21383192101,4263.01420861026,8205.35053245825,4378.93391643647,6392.94570032898,6296.7652098373,4721.17939818404,4182.49634825823,4230.6954501221,4207.54826573129,4289.72696158154,5888.32542192611,5792.62211766507,"'0'"
4302.56,4012.6772932036,4298.84162462927,3586.53028057295,4342.0105620166,7615.44798838994,9710.56585346163,4712.95011854955,4276.65185916833,4315.21957455102,4265.6324299791,4330.64554841929,2982.60887507368,11210.0945513224,"'0'"
4312.82,4013.4231671024,4163.93763348615,5673.71608201087,4386.9267884126,7726.1073296822,3086.05393755661,4705.71598314668,4182.87048245688,4252.18098859971,4223.34659381767,4293.40023136112,4253.70028549321,7925.96612654013,"'0'"
4315.38,4009.95037602924,4301.79606875556,10338.7658199442,4398.13047918682,10797.3299310915,5139.14063657235,4715.6067269301,6057.13671300068,4316.25532917032,4267.32349675638,4334.70595844539,4271.5022809085,2031.39010197848,"'0'"
4431.28,4090.45426411749,4247.39495263162,9088.55666097081,4380.54555985257,3582.47819093813,4118.68267735838,4628.17590097675,3049.10661039488,4227.77410644659,4212.40810283962,4293.04551541383,7133.88206611466,11857.0117342648,"'0'"
4318.46,4020.91553632812,4283.68662396164,7720.63685726765,4400.73057132147,4428.59188888169,2890.47666981001,4600.64131557826,3971.24667583095,4210.23356420923,4197.67129644373,4282.02457436703,4028.28626003477,2831.46808793912,"'1'"
4275.9,3991.69192607834,4328.4455735674,7820.74705291467,4403.56334704518,3486.89389569577,8679.90903036657,4640.53799781037,4260.85713700992,4256.34221183451,4219.17469627213,4307.36329832939,4350.60049086877,5525.24033544599,"'0'"
4325.13,4021.90692317337,4301.79406417423,2732.17980958042,4343.34924432146,9638.65753618247,6186.77678724778,4714.61508850187,5845.25143253847,4327.04653073854,4282.0434448959,4341.13395038353,4304.42326866989,9788.12289528116,"'0'"
4285.64,3998.38425070031,4326.70124297734,5196.01023853687,4407.64191578911,5921.49925581395,9255.91959585218,4720.85898087277,3078.07199674155,4232.2320650162,4213.29692004508,4311.35098241937,4712.51160867334,10879.3386422419,"'0'"
4270.26,3987.1404627655,4292.17266542839,6829.02091784735,4384.53162772523,7739.1094065343,7694.70950131721,4719.14350479403,3877.11208514692,4226.18484237505,4204.02358759143,4300.12758794495,4789.99755857535,12483.1090518311,"'1'"
4281.54,3992.98572646275,4322.08996397433,6443.79544419015,4404.66731444497,7762.73949031621,7177.96139975186,4718.03742081382,2031.07859398543,4230.72541030223,4216.36758689818,4314.50905526381,5686.15079662524,3810.95570473612,"'0'"
4299.49,4005.75073638615,4244.38262382054,9763.70314259813,4385.22214277216,8194.09232996658,3284.63196531609,4698.96060753181,5824.76307768378,4325.03559907545,4266.28791442905,4309.82990306578,2557.72299638773,7085.13616266174,"'0'"
4382.56,4051.19555785417,4294.59578633016,4728.65302775783,4394.68955234053,8861.2713789278,3113.5292912795,4696.98899011789,4227.80224174601,4295.53626169679,4292.04505625884,4351.18529125083,4830.65391473037,11271.1822980208,"'1'"
4293.85,4002.14997739025,4244.47352383349,5708.24036605549,4381.60880353405,3290.17411667456,4066.83970895114,4606.69695627616,3994.41626244967,4204.93934036985,4183.92009511303,4262.09291414964,5295.98825823554,9146.1179222757,"'1'"
4304.62,4010.39365760392,4192.14416598942,12874.4018511457,4386.7766708491,6295.35675566185,6587.52232287851,4727.53806897574,3003.970503121,4230.71929102092,4205.20686667047,4288.25591487541,3244.56823196811,4969.68829134056,"'0'"
4271.79,3989.46684000537,4237.78450688769,6011.29634129991,4378.20059226867,6774.61371376164,9775.01350222984,4720.73973269076,7527.56396738608,4306.15137886188,4256.73702674558,4306.06841330506,3119.34100633003,12975.5121430079,"'0'"
4261.03,3990.75328401086,4151.8894664751,7873.04447110994,4379.12708213018,9803.58204384689,3310.89204609227,4688.78047448528,3199.73926286961,4231.5096964728,4200.80617594791,4270.74416664135,5780.5000095588,5386.33059840639,"'0'"
4262.56,3985.15366554964,4306.64229297239,10219.1920112448,4384.76268042396,12115.4194798158,2407.23751882667,4690.94883086071,8471.93077002149,4316.61568239032,4262.83186055984,4322.73389767661,2673.5355633285,11765.0059741872,"'1'"
4301.03,4011.07526593352,4320.38971258033,2801.9646453071,4339.07549053792,4019.63137614997,7013.40238409923,4646.99175376343,4147.04065302067,4214.15112145455,4201.41221648446,4301.66079695789,3610.63806065636,6364.09891362271,"'0'"
4278.46,3993.51921292339,4339.46501714556,13600.1266744627,4409.10372509583,3642.21548388717,7133.34311920937,4634.75898879098,3868.82722348226,4209.01656717573,4191.12054276654,4282.03537792325,2651.14667424342,1828.96060905271,"'0'"
4296.92,4001.24223353375,4202.99993024188,9934.59784698672,4382.36331850059,4191.3556764986,4231.40837036668,4630.39595953945,3922.24480039215,4204.9692538383,4177.15587004328,4265.49891906636,4148.83153002654,5450.6225957907,"'0'"
4228.72,4019.85627611611,4225.93161908959,6591.26963670629,4393.40257140455,6973.53074737879,2188.06308783313,4690.60583283403,6284.10804920325,4315.2584714598,4252.70725439598,4288.8334009377,4134.15415406637,5666.10873532756,"'0'"
4366.67,4037.28486440909,4302.55517130475,7198.27508328647,4408.80793839227,4674.32295041026,8010.91563810219,4675.16648405862,2246.60408789977,4218.28883145984,4211.08231815899,4315.08833936291,3560.05993967282,7733.96120219161,"'1'"
4308.72,4011.96155783797,4235.97457751583,4189.18710423076,4362.56617031463,4852.75002729135,15638.3828987782,4711.90789714524,4242.57919479941,4286.60231524776,4245.78235263312,4303.87107296436,5109.68986117802,10951.0626921022,"'0'"
4287.18,4000.05944535489,4206.04851945695,5652.96271198068,4382.00781982037,3732.1980275873,7328.96054781772,4632.14307958046,1486.35997750929,4204.03438697405,4179.04158559215,4266.09526792037,5974.65153022996,3438.34287733129,"'0'"
4264.62,3989.75629176808,4196.75289290572,5279.13523487587,4378.66956566247,3871.29018801761,2395.91857384363,4606.80856532724,5614.68175522881,4280.60524247741,4249.68688422543,4287.63562417773,4009.6804513403,8597.70550040176,"'1'"
4302.05,4009.91815405684,4272.68400819783,2852.03875209096,4339.75310674618,6765.20069824714,6897.52412865644,4709.98833002739,3013.72985075134,4241.63898173546,4223.3152470482,4307.00958649908,7040.60839408035,16451.6452379528,"'0'"
4310.77,4006.33694355143,4257.03099020067,15240.1275657035,4386.08576289695,5277.52919590433,15004.6327287209,4721.87884850845,4478.60193255525,4313.69671293783,4266.64512555878,4314.6490999383,4504.45904199352,13503.8060890102,"'0'"
4387.18,4058.60647505514,4205.0579807483,10690.690632983,4395.01549798985,7824.8070832181,6436.67460529388,4724.74260226793,4233.38420266315,4287.92136388511,4273.08651291199,4322.79317244753,4549.77239203614,8846.68906713116,"'0'"
4277.44,3993.8541170525,4335.31643312051,8616.45649154811,4407.87732491224,7874.57430453797,3923.1129585299,4694.82965221835,2056.91018018501,4242.28918689277,4215.28163636208,4311.4056246204,2503.68301144359,11849.2461395377,"'0'"
4340.51,4025.68329430935,4284.37824389802,8136.64669272178,4395.07430573986,6033.88418170376,7205.30937405614,4719.32358433509,7083.93187343403,4321.75254825576,4286.3101949833,4349.73221388871,4589.04080425965,5906.85820986674,"'0'"
4277.44,3994.59133803217,4264.26609097245,11724.8618351818,4380.99171513772,6744.98175420725,3536.22732436602,4699.47325283868,4901.20801777686,4314.52735081717,4265.85967808628,4308.47990140209,4327.75436551973,2789.55986075721,"'0'"
4209.74,4009.61795160923,4310.21295486806,7785.29663875407,4398.32538506375,3246.37852921406,16846.7650423869,4631.20114866187,7724.04513206833,4280.02830176269,4223.71425154451,4300.05020828113,6105.33837452488,3994.97057777252,"'0'"
4435.9,4090.09862067366,4290.32755135583,5838.07021239739,4379.28526928965,7044.74483359515,6409.48751872968,4725.07481940256,6203.19082911863,4337.60391379167,4300.17201797562,4369.65449586173,3549.74560052147,3051.99706348261,"'0'"
4373.85,4058.06738358755,4341.71548495614,3909.34019063253,4335.61530405288,7713.84557546043,6595.30346038548,4710.11512324607,3201.24860682061,4251.36699949194,4265.0640315276,4344.94189848466,3846.23838835658,3785.28067151966,"'0'"
4284.1,3996.52709009824,4269.49457740467,3423.52712297169,4336.30253486605,2932.36752564916,6888.08056200501,4643.51792906504,7387.13112588724,4292.24357189434,4270.82648141621,4310.27659649288,4637.79528017025,8575.23665099855,"'1'"
4309.74,4010.21716162778,4241.09813519108,2788.45820216945,4333.899911995,4029.83043768972,2798.69043559292,4592.02352985363,9776.70040119567,4305.23267926889,4271.27159835346,4302.62805174527,4255.8444167594,8735.23562448975,"'1'"
4283.08,3998.08869598747,4199.60838408982,10234.2133990218,4381.35148630767,8426.08626496791,4128.63530214624,4717.67277232668,5382.29813365027,4309.92451469723,4254.80714549944,4300.92728996382,3096.05435469603,7931.45863462376,"'0'"
4282.05,3998.77311483146,4319.16369916419,5614.6427957239,4401.70701978264,6659.24822909822,7578.99455447595,4717.78062348286,4600.86440076358,4311.05792628395,4264.48204562917,4323.45815365452,5115.75379737564,9953.19121817149,"'0'"
4272.31,3990.86770942979,4237.034839783,8728.46682805071,4377.6912820958,6757.38701212467,5999.67200572056,4721.21535975781,4326.5694790635,4307.61805781071,4255.9578884558,4306.01156064094,2912.86868482656,6380.8116960458,"'0'"
4273.33,3997.60659087658,4266.9310460762,9931.59340839627,4384.29659881347,5360.99052924729,2709.48317784388,4696.70650204121,2662.69890036942,4241.367416775,4215.14510641424,4296.92840677391,5451.14499934087,10179.5109990857,"'1'"
4279.49,3990.19035102168,4259.26221911488,11043.2582184991,4379.88469685935,2846.71552465988,3949.01829132262,4608.90905256794,6300.31180622882,4284.38866415212,4249.77099827451,4295.53741139782,4825.1346323744,5139.43149811698,"'1'"
4292.82,4003.42452697918,4252.77472275804,4378.63797749805,4385.23137193716,4109.07440650898,7913.65032080988,4637.76407299794,1936.10980100921,4213.00984379289,4187.99902219751,4272.83287008369,2447.71336732413,3931.47786892121,"'0'"
4291.79,4003.46052294963,4262.2372052383,3038.35217775335,4338.4431730394,7209.4600951315,9021.22558142839,4713.27313833607,3317.55767101997,4241.60813590499,4222.79517104602,4301.47050959794,4440.76793200718,12555.6073736148,"'0'"
4413.85,4083.62379752277,4274.36231209198,8841.09919803989,4398.12763584212,4038.42871108467,7662.0287242269,4635.20459724345,2505.87816583088,4222.26538530183,4213.50104014642,4306.41416366676,4541.80797717424,2983.56844937243,"'1'"
4305.13,4011.20877879314,4223.04854204144,6990.8419567626,4387.01266006684,3747.44078135548,6682.63458821722,4621.87804706276,6090.72219196037,4286.12590907947,4245.61371416187,4293.6319680143,6103.83961178381,2550.77301996043,"'0'"
4305.13,4008.18758668813,4314.11585890253,6649.43031625812,4405.90810325492,2843.64241645775,7079.57609268489,4637.36069292108,3921.26429059597,4210.76056233127,4193.30104238607,4292.01286635908,4895.40010407602,7432.92864010812,"'0'"
4406.67,4071.28881403125,4296.23608607272,14733.8072863336,4394.1879883639,3310.66361203482,10955.7615920179,4637.08093060682,1661.25282460521,4215.3776721453,4203.11690637229,4320.58143732941,3087.29339223275,14228.4800219654,"'0'"
4310.26,4007.57074565293,4341.11670753313,12000.2214620019,4415.7551367945,10637.4665012339,3923.39134141335,4691.9485984508,3780.3328137518,4241.54625351722,4231.93640790693,4324.85853620005,5472.05320227524,19636.0517608273,"'0'"
4350.26,4021.40909866721,4251.39245684015,4116.35458567115,4334.48451642503,7314.80460096076,6747.21008369548,4703.14436627326,1430.11314345091,4242.87877986385,4237.33177148529,4315.37151225116,4072.64951027387,7100.55747887803,"'0'"
4312.82,4012.36028514805,4246.91931075663,2849.64692001662,4336.45177785991,5108.89085634171,4967.55791191434,4709.86321251103,5795.90874544499,4325.47921478393,4266.26779172183,4323.53029476745,4308.72504537938,14493.0790746295,"'0'"
4375.9,4055.03561590089,4181.10145202242,3857.85073062649,4332.33546655939,4317.49664780831,9760.12132795164,4634.62218673212,6638.65505381704,4290.29732265739,4300.03149919499,4328.16693401533,4258.78942068815,8321.15172655869,"'0'"
4290.26,3998.66807797476,4267.73436808875,10573.2387935864,4383.91704725367,8466.95629265009,2749.896934171,4700.61088402169,4349.93292779174,4318.99062210357,4268.25807895191,4312.69657450733,4303.31889635346,8157.22316162125,"'0'"
4264.1,3989.50458144223,4249.05474813676,5732.40993054847,4378.83112014214,6122.87328990739,8779.49017408356,4716.15169211751,9076.63869567882,4305.28940351456,4256.5057551068,4309.00154942134,6008.93305755526,10066.6650141615,"'1'"
4273.33,3992.38383879467,4239.49946397916,2870.90908349475,4332.26857564361,3285.59300861657,10122.1425891693,4640.20382774688,4922.92076155488,4282.50232536446,4261.06931154001,4303.74662373019,6031.89181859764,7525.10202625687,"'1'"
4435.9,4087.46546800801,4335.84508025737,2802.61802827031,4336.86825696967,3950.88643011723,3106.05215773699,4596.74050324149,5978.39184344183,4318.89648125534,4307.51309259569,4363.42795887714,5768.7795885296,3454.82730706817,"'1'"
4292.31,4002.67431660271,4299.55786402282,12051.6535357981,4394.14124531791,3312.28020645758,6535.6933776578,4642.94135700342,6373.51479552954,4282.23777910558,4247.62075030159,4307.52988609728,5044.77962075529,1515.34436993805,"'0'"
4295.38,4004.31296425746,4238.4349724869,8958.76438061876,4385.6564758633,5918.98958746201,6183.61300109018,4726.84125528473,2535.54472635696,4234.17552730265,4208.21692830866,4285.76893546455,4640.72035343179,4102.94552831852,"'0'"
4292.31,4004.37032328504,4290.91848060977,5912.47145241341,4393.34260020628,4177.14653438641,2430.16208244076,4603.74316395232,5319.22187570057,4285.5311991398,4254.84461262766,4304.9910819155,4463.20561300336,13164.1306459225,"'1'"
4296.92,4003.91710105277,4175.55613502812,5102.05723792242,4385.45050852083,6481.85409576032,4010.76793994017,4703.60692226568,6446.05328133951,4326.13694806401,4262.7686325665,4302.74926498648,3958.85423654273,2211.3191702868,"'0'"
4310.26,4007.02420610909,4364.44936457727,19488.2778878155,4428.02533723015,6023.37727250793,6943.35991000516,4713.11482269036,4491.93263679954,4322.36206078009,4284.61469612499,4347.30306326763,2290.82936328705,14338.1713888875,"'0'"
4295.9,4002.62292414209,4204.86785311968,8920.90083018196,4384.50318886365,5985.83819429917,5667.06457474822,4724.77910667581,7115.83067111634,4310.66730350983,4252.86781798319,4304.86969838428,4530.94102374603,3836.66243643329,"'0'"
4303.59,4009.87174017351,4275.14026151524,10263.1824442127,4388.35438160154,4580.09471351774,5149.56701069559,4643.14833289678,3912.60877128101,4211.73260184845,4188.33755456228,4279.10261630222,2543.75757532333,11912.8380725127,"'0'"
4375.9,4053.10940098197,4220.68316314458,11707.4040740484,4395.06350368897,3784.47185079813,4036.85592816273,4601.71791883735,2501.84546141925,4210.24647900832,4200.90157726415,4270.84870990615,5500.32520857727,6780.10226799857,"'1'"
4278.46,3989.81885439899,4273.52155954882,4499.00684843725,4380.7050807681,4631.07487182577,6782.72315602886,4644.5805677399,2806.44254928457,4213.69142662197,4188.61375317811,4275.84573767721,4454.01536817729,10626.5456433939,"'1'"
4296.41,4006.80272913606,4296.38144991885,4487.63732804746,4393.42029023649,5471.09403138174,3640.08940272155,4692.70554384462,5931.52782678713,4323.15562464348,4265.10380329249,4321.30267606549,3652.66311792393,2572.68783117753,"'0'"
4302.56,4010.96431533764,4267.63945752796,8883.26283304769,4387.46828928055,3731.78295161247,11124.6594094334,4637.29857184786,4875.577373795,4287.26967697578,4251.22976899162,4301.81136986745,3934.69279347648,10524.0180989352,"'0'"
4284.62,4000.90575162984,4270.14362655622,9003.99364670636,4386.24594349455,5908.99737667453,8526.69119887262,4720.04372545529,6661.30390446598,4314.36393974487,4264.25940130976,4312.83456751165,5154.92497789408,8641.50922486617,"'0'"
4385.13,4055.95871994274,4278.78641216594,7958.00378758847,4394.48593555268,3061.66420691292,4965.9508954547,4635.60850590554,6445.59646599373,4291.95331064845,4272.5369620594,4333.53712399706,1715.9335705361,10943.7956403281,"'0'"
4384.62,4054.34278706524,4277.88798282808,7291.89606571869,4394.12516192289,4751.58968098265,8810.93019717325,4722.39754509945,3996.98187281609,4240.91303295156,4235.19094603598,4327.15463266384,4890.91095545574,13353.6600540441,"'0'"
4277.44,3994.73799974437,4275.21211062687,5334.58899371489,4382.16138112995,4705.77119956556,8896.70748222426,4692.49530811246,2327.50260481759,4219.12844771652,4192.60045322863,4277.99992647967,4021.51351256893,1900.60097980482,"'0'"
4300.51,4010.07947420902,4324.08428984177,10920.107658503,4410.75852699897,8972.8625195911,3399.81256971162,4693.60214651255,3829.70852300828,4244.66481634938,4221.24254276634,4309.96158606295,4653.00548702939,3660.50990405994,"'1'"
4290.26,4000.51757945869,4238.26719693432,8015.37243361675,4383.11097438732,6596.58240168945,4749.96892832949,4723.08952393853,1489.61210917878,4236.22932207007,4210.25387248292,4284.82839625155,3181.2954600023,3322.42288258333,"'0'"
4261.03,3990.90304275461,4137.59437724882,4698.82602179382,4378.73230395826,7371.2460988579,2529.94046185835,4693.34516570078,4912.86139641352,4315.22470332661,4261.01996234165,4300.77267915167,3251.29317605858,5341.82089338383,"'0'"
4290.77,3998.88255159531,4306.03851869814,14569.7471032956,4390.93284764615,5031.05946666703,6143.01182091493,4719.32675066806,7154.37787105863,4316.76292546139,4263.08026387054,4323.35035342417,3848.90461420129,6478.59906558395,"'0'"
4404.1,4043.8667572223,4234.50689402058,8332.00405590441,4392.95283136737,5336.81571799082,14457.3558695672,4728.29140576247,5513.12862582877,4332.87670108896,4295.13768271154,4339.8271144384,4129.85990266749,5770.73321766071,"'0'"
4301.03,4006.71922989084,4203.20790448504,10647.362322049,4387.58340301968,5745.46980630714,2461.37396007008,4703.22918690102,6700.75484164633,4323.81233690235,4261.57040918631,4305.14924945085,4946.82578135733,6644.20951390191,"'0'"
4273.85,3987.48344925702,4190.96755961536,7700.25775858631,4377.83708368308,3673.28485439163,8864.85734294168,4626.67276615601,5522.62317129732,4269.61506842015,4225.70341952555,4281.89596458215,6094.72991972431,5722.90514331672,"'0'"
4292.82,4004.39056103853,4270.08861076209,3362.98188395251,4340.52276793929,4702.99091529762,8114.086359005,4682.94218029623,7461.1075534499,4315.18514451566,4263.16239512168,4309.83871809971,6091.02953763186,12038.2904361881,"'0'"
4321.03,4016.12878467755,4166.99403735278,7892.78194484211,4384.42361896923,6270.31367410282,4302.58342342406,4725.13020721741,3199.17484570606,4232.63617582813,4210.53873259473,4295.17304909517,3530.39992821756,8838.82160809849,"'0'"
4285.64,4000.66732029313,4283.94489949518,7687.35934768556,4388.13291198918,6011.63131226975,4313.68078973816,4723.51291987205,4701.62915035485,4311.22176423244,4261.72944369046,4321.67033080064,5649.77510914067,10489.0348106751,"'0'"
4284.1,4000.31585119204,4221.71172581948,3348.32470173224,4337.43606038323,7395.84545494914,13884.1381971975,4711.54110478401,4030.21586380384,4240.84039241163,4215.94099789623,4289.35821803318,5016.93300505471,2047.03530558374,"'0'"
4278.46,3990.68541045882,4258.19168056966,4776.28286235133,4378.70575583392,7857.91883421182,2806.15298739972,4697.91975097241,6397.33217045131,4317.52965023515,4266.41042715896,4314.01365444047,4065.83298192312,2283.85446838911,"'0'"
4314.87,4012.37887132872,4240.38575782271,11278.1729557581,4387.00407182357,5794.37413173444,9305.92586109896,4724.92820741268,7816.67851011685,4319.76126460169,4264.8122290793,4308.53180084965,2719.80039308106,4085.52901744352,"'0'"
4280.51,3993.10756370473,4287.9610444356,9371.02654959545,4387.59239330106,4001.15314735608,5353.4138403508,4638.59006185497,3555.66859310163,4206.35289873977,4182.29910632535,4275.42413265496,4530.13435594368,5612.13380094973,"'1'"
4277.95,3991.74030766298,4287.62953597576,6503.19869268688,4385.86046071445,8574.99793682207,11900.7165613717,4720.14734771222,2714.68590569432,4232.08787704884,4212.66184781583,4308.6462904026,2773.72069366608,4302.14878362406,"'0'"
4332.31,4026.23864637246,4305.91529181735,6120.93526770052,4405.77275921609,4426.03337419118,2767.58313082663,4597.81421270139,6098.04608227737,4293.90543158601,4275.12119990421,4326.6026024029,3373.5599149668,3962.53230641582,"'1'"
4322.56,4022.80445698858,4241.20564798233,9100.15686206711,4396.99960928046,10511.6134917253,2886.53147768568,4700.19133244203,3338.41706314155,4241.36078115391,4224.19592722454,4298.09117366244,4350.54018332316,11725.3358841653,"'0'"
4363.59,4041.28193200691,4225.82763474879,10465.4665910785,4395.25392659366,6005.7776005837,3176.60895554339,4703.44619364389,3249.18387620917,4242.54899179224,4237.70079004444,4305.1464453773,3769.68737359989,7351.98360379405,"'0'"
4349.23,4020.67958415356,4229.52112193817,6904.45048628739,4394.06264454877,5058.92219715227,11552.8072431585,4724.6456690323,6755.86070399432,4319.26773008832,4280.37363508485,4319.04109171727,4079.46845270146,5793.81212045278,"'0'"
4298.97,4007.39318459839,4343.28312348814,3490.12684553948,4340.00846088758,3467.95339816533,4500.5593847738,4646.84951242998,2401.00295671045,4215.31050317095,4203.84757663076,4302.6844882126,5071.38017947409,16932.6330862248,"'1'"
4278.46,3993.35749041508,4218.56574060609,9279.33065314181,4377.84184157185,5320.83363176851,5319.93832682706,4722.44578046563,4443.7714204822,4306.22228983253,4255.29894986882,4304.73610169009,5835.61021482527,3973.22844575627,"'1'"
4288.21,3999.1460636158,4289.90878453351,2504.24726907442,4338.424590248,4933.80406710956,5427.50286033945,4711.37069124921,4646.52442544871,4319.57796310533,4264.20922100725,4327.67315140066,2902.63843094099,9988.54984965662,"'0'"
4300.51,4004.89252486689,4189.1678396986,5854.54237806917,4384.41681840931,11587.4623645159,2553.51864261748,4701.93175575208,1541.31713440751,4241.50680618419,4213.20814227749,4280.87731550309,4056.83989995233,7983.95837163723,"'0'"
4287.69,3999.44591835672,4314.40486489904,5193.67496786259,4400.28397157419,6395.79480704198,3327.4043584909,4694.77002036108,4846.84329082489,4321.36372155631,4264.89940385946,4322.36946187454,5240.49270036433,2962.14875366791,"'1'"
4280.51,3993.19899460093,4149.14285114681,6812.04049515858,4378.9185435654,9075.23324822846,5276.3616182452,4725.77849319894,3543.19189079816,4227.7743273088,4198.8472525106,4279.27447344807,4165.7416215029,4169.06738710614,"'0'"
4305.64,4011.22797540247,4240.54546940979,9349.05206888983,4386.59198599078,8538.69060391243,3461.42447269688,4701.13897371003,8184.27529122242,4328.45454170868,4268.72047250019,4309.53064701572,7255.15766996121,8378.2919703592,"'1'"
4310.77,4011.74996282748,4243.93792618504,8702.00238785491,4387.21701903467,4012.98256982062,9946.37169989972,4624.16604083024,3377.17656309171,4212.18136787128,4188.95157824797,4275.79417895109,5492.92847563798,3716.5006720784,"'0'"
4217.95,4013.12631223391,4331.26354641731,8856.30570322362,4413.54578786565,4272.56737745188,7950.17642754348,4628.65947929494,4629.90408318997,4277.34849869003,4231.54951819664,4301.68191534566,4551.25209585053,4381.76768262882,"'0'"
4431.79,4090.59317876953,4305.65908782809,6698.70051084333,4381.54113201261,7195.78587168484,12959.4332334979,4728.19585562383,5670.94105732696,4341.24657802007,4303.53114234271,4380.22558429319,2500.57070796295,6154.66489775217,"'0'"
4250.77,4001.42604504211,4159.7180235922,2747.57576249005,4337.64877144892,6628.41601926343,5893.33991669226,4709.06112573389,3067.02639809675,4224.91949294085,4195.49148063265,4270.10633811804,5135.34655786881,5644.17880566895,"'1'"
4281.03,3989.73828561743,4253.66935416533,5791.92223124768,4379.18406125318,5823.11296617934,11875.3086197525,4720.37000946398,3963.98650910557,4233.02972559626,4211.15551760944,4289.00571743084,5156.17353662162,4605.07695652093,"'1'"
4271.79,3988.44118191778,4267.11218113203,9866.78787359856,4381.05196650112,3057.75806852435,4748.31247505701,4636.16347382405,3168.32316333904,4203.33023274571,4178.60858688183,4267.60009608712,4484.90559431955,11465.945670684,"'0'"
4294.36,4002.25143583432,4188.25791344786,4942.51836735782,4382.24302814093,6247.35659117516,6930.87003833077,4725.82395223298,6330.78928789573,4312.29835783374,4256.13009082798,4308.55213764037,4719.06991888323,10276.8120986201,"'0'"
4270.77,3989.2654955351,4252.26312802657,4935.18551797267,4378.57091316007,4333.48646029915,12925.9233012091,4636.05566061878,3167.58381835542,4204.32667533381,4181.23212782302,4263.83555177787,3813.20180297692,2814.46245753624,"'0'"
4316.41,4011.873293261,4253.03854813444,3091.89550467786,4338.65298450266,2801.77390988485,9114.13979917031,4640.05577398,3001.84886109786,4215.23352404383,4197.46967841594,4284.66020218442,4096.87049789314,2768.68875816344,"'0'"
4289.74,4000.04025560039,4224.2301451758,5903.91879367463,4381.10168148501,6714.07484750953,5427.40591767916,4726.3485410755,4368.21834006575,4311.58233129503,4253.47032820378,4304.90175778244,4090.78052856069,11455.6913058089,"'0'"
4290.26,4004.66230986556,4311.72915804457,8783.8822724748,4394.27480850765,2804.80635608032,5235.33045993123,4642.35656298278,2261.73704479734,4209.72682480362,4187.15040348573,4287.10112242274,5603.60418338042,16261.4344668962,"'1'"
4293.85,4002.04709596625,4209.86664357099,7885.70010985534,4382.68987342066,6326.98031680015,8453.45235004009,4725.48663394854,5158.88175776255,4312.44951093038,4254.04399884516,4303.97437064903,7436.23017716086,4596.52212297897,"'0'"
4286.15,3998.21932320466,4245.70890272322,8213.08679621102,4382.79471268875,8942.19637902619,10085.4465692283,4721.49957495655,6078.48093070384,4313.79031122393,4261.62599666182,4308.40017961242,3701.70609939835,11742.1836603719,"'0'"
4284.1,3998.89894976268,4240.2184747306,16124.2224883963,4380.96990100648,7821.6129082864,3013.10165867358,4701.41102087134,2497.79305904604,4243.62948722353,4216.18852327749,4286.78983406505,3848.68531006507,5168.75363424138,"'1'"
4295.38,4004.7676072688,4250.3474157306,3299.01064997225,4337.8594385423,6699.56506922022,2837.76058639386,4684.74370712547,2796.15527287506,4248.16870912985,4228.64802883156,4298.56571040186,4380.58345302035,2534.38608648248,"'0'"
4336.92,4017.43542762779,4264.43337817192,4531.78790459185,4380.74123763343,6250.97632752022,13278.6549823489,4720.29949767852,6862.71967783126,4318.52337452645,4284.03898337134,4333.02319885588,3190.53394295344,10050.022060434,"'0'"
4243.59,4005.19586016566,4231.66568949417,10486.5008568306,4385.3993357244,7560.36785885562,6416.72385971432,4716.42558509652,3745.66509111851,4225.14992851248,4188.71991867056,4271.57577264332,4560.29402092638,6974.17198419779,"'0'"
4324.1,4018.8720866617,4260.95618224499,3585.73544562181,4339.21201495586,4609.49674985289,2656.11768220272,4595.01317224965,4063.43036031883,4213.64074326195,4197.74346054217,4271.01213158497,4048.4475616672,1532.7773126846,"'1'"
4301.03,4009.29152501792,4246.78986226219,8793.56955780058,4387.88046343592,11382.1395118615,4734.44910976344,4722.00177263475,6490.76553543395,4319.41319700072,4260.19142564098,4306.71353304186,3901.75839823815,13032.6086638179,"'0'"
4360,4009.66541403023,4341.19078940042,7004.23208705167,4420.25792354323,11617.8945268132,7335.50717672598,4724.68051237449,2230.33032190523,4242.27686021559,4245.49641658432,4342.16458160678,6981.41411018519,11113.0252716877,"'0'"
4313.85,4014.32518818193,4277.96181242007,8687.83162409305,4388.68196799811,4612.70429937588,9003.70345147703,4642.25539308849,7016.36810132259,4289.50123072312,4243.86711542542,4312.02945682704,5638.35419033936,2520.50366651732,"'1'"
